Type,Latitude,Longitude,Report Location
Beaver Accident,47.6001,-122.1639,"(47.6001236172971, -122.163914984916)"
Beaver Accident,47.5536,-122.1611,"(47.5536205278181, -122.161055123922)"
Beaver Accident,47.5502,-122.1713,"(47.5501968739535, -122.171291015848)"
Beaver Accident,47.6049,-122.1794,"(47.6048983374743, -122.179442226383)"
Beaver Accident,47.5809,-122.1901,"(47.5808902415044, -122.190125753256)"
Beaver Accident,47.6177,-122.1888,"(47.6177408562032, -122.188761207128)"
Beaver Accident,47.5907,-122.1897,"(47.590743754323, -122.189675362258)"
Beaver Accident,47.585,-122.1491,"(47.5849908751308, -122.149149939038)"
Beaver Accident,47.5623,-122.1746,"(47.562281128929, -122.17464008086)"
Beaver Accident,47.6125,-122.1712,"(47.6124884725873, -122.171243626402)"
Beaver Accident,47.5443,-122.1634,"(47.5442851633126, -122.16336705143)"
Beaver Accident,47.6202,-122.1455,"(47.6202231096444, -122.145525699535)"
Beaver Accident,47.6084,-122.1675,"(47.6083520268155, -122.167513669929)"
Beaver Accident,47.5525,-122.1955,"(47.5525124055417, -122.195545126788)"
Beaver Accident,47.537,-122.1959,"(47.5370495702334, -122.19587566623)"
Beaver Accident,47.6008,-122.1671,"(47.6007825901655, -122.167057681735)"
Beaver Accident,47.6085,-122.1408,"(47.6085454250428, -122.140808651533)"
Beaver Accident,47.5301,-122.1908,"(47.5300630290882, -122.190824177425)"
Beaver Accident,47.6282,-122.1582,"(47.6281503811462, -122.158170073274)"
Beaver Accident,47.5801,-122.1699,"(47.5800750492441, -122.169920902355)"
Beaver Accident,47.5686,-122.1683,"(47.5686164196553, -122.16834235812)"
Beaver Accident,47.6227,-122.1434,"(47.6226695484461, -122.143384735278)"
Beaver Accident,47.5545,-122.1997,"(47.5544601045408, -122.199746689801)"
Beaver Accident,47.613,-122.1629,"(47.6130322976775, -122.162850423942)"
Beaver Accident,47.5568,-122.1496,"(47.5567565516725, -122.149615209088)"
Beaver Accident,47.5767,-122.1705,"(47.5767376048956, -122.170525438473)"
Beaver Accident,47.5884,-122.1401,"(47.5883661942915, -122.140067751238)"
Beaver Accident,47.5572,-122.1688,"(47.5572121940382, -122.168827362551)"
Beaver Accident,47.5826,-122.1422,"(47.5825982814917, -122.142193241819)"
Beaver Accident,47.6123,-122.1789,"(47.6123012781943, -122.178904101376)"
Beaver Accident,47.5903,-122.1467,"(47.5902857259587, -122.146717572436)"
Beaver Accident,47.6219,-122.1638,"(47.6218896803016, -122.163770981376)"
Beaver Accident,47.5633,-122.188,"(47.5633448174227, -122.187979285087)"
Beaver Accident,47.5939,-122.194,"(47.5939334948429, -122.194011157624)"
Beaver Accident,47.6254,-122.168,"(47.6253718304838, -122.16797116841)"
Beaver Accident,47.551,-122.1775,"(47.5509623083291, -122.177520455336)"
Beaver Accident,47.6149,-122.1551,"(47.6149418439716, -122.155143351783)"
Beaver Accident,47.5386,-122.1521,"(47.5386467527324, -122.152109175519)"
Beaver Accident,47.5498,-122.1904,"(47.5497897632797, -122.190441821991)"
Beaver Accident,47.5911,-122.1623,"(47.5910597667864, -122.162328490767)"
Beaver Accident,47.5526,-122.1458,"(47.5526439746016, -122.145770205983)"
Beaver Accident,47.5649,-122.1682,"(47.5649387303142, -122.168207808267)"
Beaver Accident,47.6233,-122.1436,"(47.6233446778874, -122.143595255716)"
Beaver Accident,47.5485,-122.1432,"(47.5485127438877, -122.143170004326)"
Beaver Accident,47.6134,-122.1896,"(47.6133799962255, -122.189632987927)"
Beaver Accident,47.6053,-122.16,"(47.6053172855365, -122.160034237458)"
Beaver Accident,47.546,-122.1541,"(47.5460400002181, -122.154141146199)"
Beaver Accident,47.553,-122.1747,"(47.5530015203527, -122.174690333932)"
Beaver Accident,47.599,-122.1416,"(47.5989728299439, -122.141554920534)"
Beaver Accident,47.5617,-122.149,"(47.5616954904052, -122.14904232929)"
Beaver Accident,47.576,-122.1937,"(47.5759829813801, -122.193681898973)"
Beaver Accident,47.5639,-122.1729,"(47.5639081201934, -122.172896896716)"
Beaver Accident,47.5829,-122.1831,"(47.5829303843032, -122.183079321925)"
Beaver Accident,47.5817,-122.1961,"(47.5817065252587, -122.196130601916)"
Beaver Accident,47.5885,-122.16,"(47.5885066312338, -122.160024062226)"
Beaver Accident,47.5565,-122.1794,"(47.5564718352896, -122.179352164247)"
Beaver Accident,47.5517,-122.1408,"(47.5517052559683, -122.140774596679)"
Beaver Accident,47.6153,-122.1814,"(47.6153031618178, -122.181380172363)"
Beaver Accident,47.5694,-122.163,"(47.5693559531464, -122.163021300062)"
Beaver Accident,47.6163,-122.1808,"(47.6163058143154, -122.180806343604)"
Beaver Accident,47.5558,-122.1663,"(47.5557859862965, -122.166285517744)"
Beaver Accident,47.5607,-122.1728,"(47.5606961267254, -122.172830466144)"
Beaver Accident,47.6208,-122.1802,"(47.6208312552303, -122.180239179767)"
Beaver Accident,47.6189,-122.1487,"(47.6188728378112, -122.148696157471)"
Beaver Accident,47.5441,-122.1773,"(47.5440967537605, -122.177335972541)"
Beaver Accident,47.5884,-122.1746,"(47.5884321353585, -122.174633147355)"
Beaver Accident,47.6197,-122.19,"(47.6197113955826, -122.189965795759)"
Beaver Accident,47.5504,-122.1479,"(47.550364704967, -122.147905572273)"
Beaver Accident,47.5792,-122.1688,"(47.5792452234045, -122.168785689167)"
Beaver Accident,47.6248,-122.178,"(47.6247722677756, -122.178045370409)"
Beaver Accident,47.5528,-122.1715,"(47.552802049529, -122.171464699218)"
Beaver Accident,47.5706,-122.1606,"(47.5706141627855, -122.160614172957)"
Beaver Accident,47.612,-122.1793,"(47.6119579489581, -122.179255328152)"
Beaver Accident,47.588,-122.1998,"(47.5879622148353, -122.199801113732)"
Beaver Accident,47.6265,-122.1826,"(47.6265409717338, -122.182613736518)"
Beaver Accident,47.5941,-122.1851,"(47.5940957120316, -122.185108510482)"
Beaver Accident,47.5454,-122.1856,"(47.5453599021343, -122.185637350216)"
Beaver Accident,47.6002,-122.167,"(47.6002294395773, -122.166961009911)"
Beaver Accident,47.5857,-122.1725,"(47.5856896013257, -122.172549380714)"
Beaver Accident,47.619,-122.1418,"(47.6190496321744, -122.141755519057)"
Beaver Accident,47.5363,-122.1986,"(47.5363316369821, -122.198601948685)"
Beaver Accident,47.6268,-122.1649,"(47.6267802503495, -122.164901043771)"
Beaver Accident,47.628,-122.1418,"(47.6280419821694, -122.141818485156)"
Beaver Accident,47.5771,-122.1969,"(47.5771359286669, -122.196929665858)"
Beaver Accident,47.5916,-122.193,"(47.591608635616, -122.193045604118)"
Beaver Accident,47.577,-122.1914,"(47.5770016242887, -122.191401454195)"
Beaver Accident,47.5972,-122.1521,"(47.5971754244305, -122.15207690789)"
Beaver Accident,47.6077,-122.1957,"(47.6076558468875, -122.195739472811)"
Beaver Accident,47.5405,-122.1998,"(47.5405037735893, -122.199848204103)"
Beaver Accident,47.5335,-122.164,"(47.5334512837849, -122.164008427052)"
Beaver Accident,47.6045,-122.1893,"(47.6044906185183, -122.189295540213)"
Beaver Accident,47.5599,-122.1405,"(47.5598640309587, -122.140517684374)"
Beaver Accident,47.6073,-122.1409,"(47.607281475386, -122.140850602657)"
Beaver Accident,47.5768,-122.1869,"(47.5768381663228, -122.186863572178)"
Beaver Accident,47.5888,-122.1849,"(47.5888169875714, -122.184864700483)"
Beaver Accident,47.567,-122.1446,"(47.5670113299059, -122.144596183391)"
Beaver Accident,47.5571,-122.1827,"(47.557069896634, -122.182654914029)"
Beaver Accident,47.5494,-122.1634,"(47.5494486655148, -122.163425592699)"
Beaver Accident,47.5628,-122.1849,"(47.5627693201126, -122.184864192982)"
Beaver Accident,47.6052,-122.1696,"(47.605160577931, -122.169550311736)"
Beaver Accident,47.5368,-122.1937,"(47.5368014816345, -122.193695187306)"
Beaver Accident,47.6209,-122.1671,"(47.6209383898947, -122.167054181812)"
Beaver Accident,47.5774,-122.168,"(47.5774008975277, -122.168017746464)"
Beaver Accident,47.5357,-122.1947,"(47.5356901506907, -122.194729310499)"
Beaver Accident,47.5395,-122.1499,"(47.5395370098696, -122.149856998344)"
Beaver Accident,47.568,-122.1635,"(47.5680389005706, -122.163453128871)"
Beaver Accident,47.5358,-122.1565,"(47.5358415409554, -122.156515474344)"
Beaver Accident,47.5974,-122.1871,"(47.597376827492, -122.187129160004)"
Beaver Accident,47.6172,-122.1691,"(47.6172075910107, -122.16912562823)"
Beaver Accident,47.5609,-122.1439,"(47.5608996315048, -122.143898834395)"
Beaver Accident,47.596,-122.1929,"(47.5959909313169, -122.192889589067)"
Beaver Accident,47.5949,-122.1873,"(47.5949418281305, -122.187344712415)"
Beaver Accident,47.5652,-122.1753,"(47.5652330459356, -122.175347149209)"
Beaver Accident,47.5394,-122.1614,"(47.5394149767053, -122.161372367198)"
Beaver Accident,47.6053,-122.1444,"(47.6053450902469, -122.144415999314)"
Beaver Accident,47.6278,-122.1732,"(47.6277939209414, -122.173200129961)"
Beaver Accident,47.6098,-122.1488,"(47.6097612576909, -122.148823186104)"
Beaver Accident,47.5879,-122.1502,"(47.5878634383169, -122.150233775884)"
Beaver Accident,47.6053,-122.1641,"(47.605286371025, -122.164068758102)"
Beaver Accident,47.5976,-122.1558,"(47.5976493879462, -122.155766410526)"
Beaver Accident,47.5649,-122.1826,"(47.5649314819352, -122.182641737721)"
Beaver Accident,47.6134,-122.1606,"(47.6133714724843, -122.160559833749)"
Beaver Accident,47.6039,-122.1467,"(47.6038859881501, -122.146693015091)"
Beaver Accident,47.5715,-122.1453,"(47.5714764288317, -122.145298862482)"
Beaver Accident,47.5632,-122.1499,"(47.5631905195388, -122.149884629736)"
Beaver Accident,47.5345,-122.1457,"(47.5344644096172, -122.145665579091)"
Beaver Accident,47.5903,-122.1711,"(47.5902694256766, -122.171079919775)"
Beaver Accident,47.5696,-122.1462,"(47.5696145218399, -122.146198509274)"
Beaver Accident,47.5837,-122.1849,"(47.5836618991565, -122.184919437442)"
Beaver Accident,47.6269,-122.166,"(47.6269142872211, -122.166033671266)"
Beaver Accident,47.5345,-122.1858,"(47.5345057731626, -122.185767526433)"
Beaver Accident,47.5356,-122.1592,"(47.5355820435608, -122.159187138785)"
Beaver Accident,47.5392,-122.1766,"(47.5392454671129, -122.176630541268)"
Beaver Accident,47.5944,-122.1447,"(47.5943602240828, -122.144720310431)"
Beaver Accident,47.5952,-122.1917,"(47.5951889414023, -122.191654450241)"
Beaver Accident,47.6235,-122.19,"(47.6234627743219, -122.190025190608)"
Beaver Accident,47.5972,-122.1521,"(47.5972017146939, -122.152079011347)"
Beaver Accident,47.5501,-122.1866,"(47.5500801841093, -122.186573709142)"
Beaver Accident,47.6089,-122.1415,"(47.6088976486233, -122.141548526673)"
Beaver Accident,47.5415,-122.1822,"(47.5414820739693, -122.182185136996)"
Beaver Accident,47.5885,-122.1527,"(47.5884979023336, -122.152662449051)"
Beaver Accident,47.6107,-122.1584,"(47.6106804411353, -122.158429980867)"
Beaver Accident,47.586,-122.1749,"(47.5860221358428, -122.174906325901)"
Beaver Accident,47.6107,-122.1595,"(47.610684919869, -122.159533958607)"
Beaver Accident,47.5669,-122.1921,"(47.5669113154432, -122.192053731272)"
Beaver Accident,47.6289,-122.1524,"(47.6289189898935, -122.152422406932)"
Beaver Accident,47.5622,-122.1616,"(47.5622184013126, -122.161586468502)"
Beaver Accident,47.5625,-122.1961,"(47.562451651416, -122.196147890828)"
Beaver Accident,47.6134,-122.173,"(47.6134065923794, -122.17297299652)"
Latte Spills,47.6788,-122.4,"(47.678831947763, -122.294431915664)"
Latte Spills,47.6999,-122.33902,"(47.6999244655494, -122.343491907531)"
Latte Spills,47.6708,-122.39201,"(47.6708151419481, -122.378599026241)"
Latte Spills,47.6711,-122.3827,"(47.671120657235, -122.28922433458)"
Latte Spills,47.6893,-122.401,"(47.6892962633831, -122.321188705969)"
Latte Spills,47.6995,-122.2792,"(47.6994690965638, -122.279156082018)"
Latte Spills,47.673,-122.3723,"(47.6730107934767, -122.302353238215)"
Latte Spills,47.6879,-122.3652,"(47.6879148015377, -122.326157833071)"
Latte Spills,47.6746,-122.401,"(47.674574714303, -122.309927607774)"
Latte Spills,47.6749,-122.4027,"(47.674912461372, -122.35412537558)"
Latte Spills,47.6769,-122.407,"(47.6769092189044, -122.332276554658)"
Latte Spills,47.6871,-122.4032,"(47.6870822681255, -122.313226459301)"
Latte Spills,47.6886,-122.40327,"(47.6885904144333, -122.327002263069)"
Latte Spills,47.6814,-122.403387,"(47.6813638576912, -122.338651246043)"
Latte Spills,47.6887,-122.403369,"(47.6887004700597, -122.336885161843)"
Latte Spills,47.6761,-122.40268,"(47.6760816970444, -122.367962534497)"
Latte Spills,47.6853,-122.407005,"(47.685275056284, -122.300511199911)"
Latte Spills,47.6764,-122.3042,"(47.6764340494688, -122.304236072735)"
Latte Spills,47.6892,-122.403485,"(47.6891556486322, -122.348455027415)"
Latte Spills,47.672,-122.3953,"(47.6719874610909, -122.315251896838)"
Latte Spills,47.6912,-122.3914,"(47.6912176523212, -122.351394414951)"
Latte Spills,47.6809,-122.3939,"(47.6808721572104, -122.313857899733)"
Latte Spills,47.6711,-122.3965,"(47.6710930169013, -122.316494450829)"
Latte Spills,47.6968,-122.3142,"(47.6968089173489, -122.314213730681)"
Latte Spills,47.6729,-122.39752,"(47.6729258717448, -122.275185371211)"
Latte Spills,47.6863,-122.3887,"(47.6862600113605, -122.30870395921)"
Latte Spills,47.6983,-122.38304,"(47.6982957738977, -122.330385178544)"
Latte Spills,47.6923,-122.3763,"(47.6922584071396, -122.376257921461)"
Latte Spills,47.6864,-122.38022,"(47.6864012523035, -122.302183331304)"
Latte Spills,47.6978,-122.392791,"(47.6978013307063, -122.279144955257)"
Latte Spills,47.6804,-122.39082,"(47.6804453539268, -122.29824857053)"
Latte Spills,47.6762,-122.3875,"(47.6761997889454, -122.374972239233)"
Latte Spills,47.6781,-122.38209,"(47.678097017933, -122.320894916047)"
Latte Spills,47.65792,-122.3683,"(47.6792340261641, -122.368310480615)"
Latte Spills,47.65864,-122.3293,"(47.6863507186566, -122.329272626326)"
Latte Spills,47.6599,-122.3619,"(47.6989538109145, -122.361922905994)"
Latte Spills,47.64942,-122.3038,"(47.6941688026477, -122.30383024713)"
Latte Spills,47.6592,-122.3405,"(47.6919995280605, -122.340460433846)"
Latte Spills,47.64856,-122.3439,"(47.6855511907418, -122.343933155492)"
Latte Spills,47.65957,-122.3322,"(47.6957085013099, -122.332201901192)"
Latte Spills,47.65935,-122.275,"(47.6934894953843, -122.275013644517)"
Latte Spills,47.64749,-122.3561,"(47.674861766758, -122.356148549155)"
Latte Spills,47.6575,-122.3635,"(47.6750275402335, -122.363491766231)"
Latte Spills,47.6792,-122.2923,"(47.6792052756011, -122.292337711126)"
Latte Spills,47.66815,-122.298,"(47.6814938900776, -122.297964362722)"
Latte Spills,47.66965,-122.3561,"(47.6965459835941, -122.356109302207)"
Latte Spills,47.66739,-122.3641,"(47.673864359557, -122.364055241176)"
Latte Spills,47.66782,-122.3399,"(47.6781695575852, -122.339899034013)"
Latte Spills,47.65782,-122.3555,"(47.6781589234939, -122.355477929472)"
Latte Spills,47.66966,-122.3484,"(47.6965867201294, -122.348430145919)"
Latte Spills,47.6596,-122.2798,"(47.6960285500911, -122.279750865259)"
Latte Spills,47.66756,-122.3459,"(47.6756444326929, -122.345935827123)"
Latte Spills,47.65921,-122.3485,"(47.6920792948691, -122.348492466014)"
Latte Spills,47.672,-122.2889,"(47.6719774840241, -122.288890264726)"
Latte Spills,47.66926,-122.3052,"(47.6926231365971, -122.305172906403)"
Latte Spills,47.66978,-122.2757,"(47.6978202750259, -122.275683175813)"
Latte Spills,47.66729,-122.339,"(47.6729020353341, -122.339009125163)"
Latte Spills,47.66751,-122.3364,"(47.6750875451102, -122.336356588701)"
Latte Spills,47.66757,-122.3056,"(47.675734339952, -122.305635405759)"
Latte Spills,47.65975,-122.3744,"(47.6975331299085, -122.374409378655)"
Latte Spills,47.65733,-122.3454,"(47.6732608475959, -122.34542111623)"
Latte Spills,47.64803,-122.2863,"(47.6802857891144, -122.286293748289)"
Latte Spills,47.65899,-122.3052,"(47.6898520792766, -122.305214459534)"
Latte Spills,47.665776,-122.3788,"(47.6776020422723, -122.378825720885)"
Latte Spills,47.665838,-122.3697,"(47.6838278326077, -122.369733306609)"
Latte Spills,47.665988,-122.2928,"(47.6987949164369, -122.292837589736)"
Latte Spills,47.665801,-122.301,"(47.680146136927, -122.301023549817)"
Latte Spills,47.665946,-122.3334,"(47.6945681068417, -122.333434757244)"
Latte Spills,47.665803,-122.3372,"(47.6802558595926, -122.337166434799)"
Latte Spills,47.67886,-122.3194,"(47.6886032728752, -122.31935417926)"
Latte Spills,47.66836,-122.3507,"(47.6836119729979, -122.350739595136)"
Latte Spills,47.6984,-122.3124,"(47.6983513298624, -122.312432895248)"
Latte Spills,47.70683,-122.3421,"(47.6830309797543, -122.342095848387)"
Latte Spills,47.706956,-122.3776,"(47.6955954920006, -122.377551407427)"
Latte Spills,47.70699,-122.3199,"(47.699014166872, -122.319910587863)"
Latte Spills,47.716949,-122.3633,"(47.6948847073761, -122.363344889743)"
Latte Spills,47.716723,-122.3713,"(47.6723283353228, -122.371289299099)"
Latte Spills,47.706793,-122.3661,"(47.679313170057, -122.366105878943)"
Latte Spills,47.716766,-122.2826,"(47.6766237789811, -122.282589982235)"
Latte Spills,47.70691,-122.2968,"(47.6910155666991, -122.296830755847)"
Latte Spills,47.6714,-122.263195,"(47.6714300425599, -122.31954655726)"
Latte Spills,47.6979,-122.253378,"(47.6978922330442, -122.337789314196)"
Latte Spills,47.6972,-122.263777,"(47.6972110460806, -122.377674510716)"
Latte Spills,47.6978,-122.253686,"(47.6978086019482, -122.368600615534)"
Latte Spills,47.6789,-122.263009,"(47.6788553217743, -122.300857609893)"
Latte Spills,47.695,-122.252829,"(47.6949753744561, -122.282852157161)"
Latte Spills,47.6848,-122.263453,"(47.6848232961965, -122.34529033268)"
Latte Spills,47.6777,-122.253495,"(47.6777382226008, -122.3495480035)"
Latte Spills,47.6894,-122.263445,"(47.6893614899324, -122.344494290264)"
Latte Spills,47.698,-122.253267,"(47.698025133544, -122.326701610843)"
Latte Spills,47.6884,-122.3134,"(47.6884006406735, -122.313436450227)"
Latte Spills,47.706809,-122.3112,"(47.6808720831312, -122.311161469097)"
Latte Spills,47.706929,-122.3561,"(47.6928885633748, -122.356076314628)"
Latte Spills,47.706944,-122.337,"(47.694446543287, -122.336984546876)"
Latte Spills,47.706926,-122.3353,"(47.6926387147367, -122.335340687064)"
Latte Spills,47.706823,-122.2976,"(47.682298450953, -122.297610329214)"
Latte Spills,47.706744,-122.3715,"(47.6743663249078, -122.371489987278)"
Latte Spills,47.706982,-122.3459,"(47.6981547998513, -122.345870913596)"
Latte Spills,47.706906,-122.3033,"(47.6906231457338, -122.30330734346)"
Latte Spills,47.716848,-122.3009,"(47.6847559391423, -122.300927555693)"
Latte Spills,47.716747,-122.286,"(47.674706455328, -122.286007484984)"
Latte Spills,47.6829,-122.253296,"(47.6828917334066, -122.329551916988)"
Latte Spills,47.6776,-122.252912,"(47.6775823393545, -122.291169184754)"
Latte Spills,47.6909,-122.263081,"(47.6908625065256, -122.308092624439)"
Latte Spills,47.6719,-122.262827,"(47.67192703645, -122.282730157702)"
Latte Spills,47.6835,-122.263413,"(47.6834729697421, -122.341279287341)"
Latte Spills,47.6989,-122.26324,"(47.6989488671607, -122.324034716153)"
Latte Spills,47.6813,-122.263278,"(47.681319682575, -122.327784906118)"
Latte Spills,47.6804,-122.273119,"(47.6803973059879, -122.31192706984)"
Latte Spills,47.6791,-122.273444,"(47.6790561161636, -122.344446782825)"
Latte Spills,47.696,-122.273199,"(47.6959864090003, -122.319947630157)"
Latte Spills,47.6986,-122.272993,"(47.6986460330496, -122.299276051603)"
Latte Spills,47.6721,-122.3458,"(47.6721086402765, -122.345777350794)"
Latte Spills,47.706874,-122.3381,"(47.6873598046059, -122.338081940977)"
Latte Spills,47.716903,-122.3631,"(47.690288409365, -122.36308036214)"
Latte Spills,47.706742,-122.3367,"(47.6742059820648, -122.336713812412)"
Latte Spills,47.716726,-122.3647,"(47.6726243903725, -122.364658971311)"
Latte Spills,47.66902,-122.293135,"(47.6902358225352, -122.313496612435)"
Latte Spills,47.66297,-122.2936,"(47.6999570486881, -122.360037077027)"
Latte Spills,47.66296864,-122.293734,"(47.6864179450795, -122.373425454809)"
Latte Spills,47.66296978,-122.296628,"(47.6978084183291, -122.280167477382)"
Latte Spills,47.666831,-122.2909,"(47.6831167330771, -122.300866488637)"
Latte Spills,47.6932,-122.2961,"(47.693216373774, -122.316146076838)"
Latte Spills,47.6927,-122.2902,"(47.6927389158893, -122.35022174635)"
Latte Spills,47.6977,-122.2988,"(47.6977038261514, -122.338792275524)"
Latte Spills,47.6986,-122.2958,"(47.6985631397175, -122.325773567663)"
Latte Spills,47.6979,-122.2908,"(47.6978818412045, -122.350849258404)"
Latte Spills,47.6849,-122.2974,"(47.684949738761, -122.367442645157)"
Latte Spills,47.6744,-122.281,"(47.6743860483197, -122.28103779349)"
Latte Spills,47.6947,-122.2977,"(47.6946667267522, -122.29774007711)"
Latte Spills,47.6995,-122.3076,"(47.6994824633764, -122.307635816998)"
Latte Spills,47.6961,-122.3138,"(47.6961377011684, -122.313786938038)"
Latte Spills,47.6783,-122.3693,"(47.6783076233023, -122.369310411429)"
Latte Spills,47.6564,-122.2816,"(47.6964285968693, -122.301637084661)"
Latte Spills,47.6518,-122.287,"(47.6818269855344, -122.376999609712)"
Latte Spills,47.6558,-122.275,"(47.69083526938, -122.276937713861)"
Latte Spills,47.6592,-122.2573,"(47.6991506143515, -122.377293768652)"
Latte Spills,47.6532,-122.35692,"(47.6932489768639, -122.369196970416)"
Latte Spills,47.6588,-122.3594,"(47.6987960903958, -122.359409603389)"
Latte Spills,47.6582,-122.3536,"(47.6981575250149, -122.283633269211)"
Latte Spills,47.6543,-122.3514,"(47.684347846287, -122.321382070195)"
Latte Spills,47.6593,-122.3417,"(47.6893278311365, -122.341664200759)"
Latte Spills,47.649,-122.3332,"(47.6767424865403, -122.373164149332)"
Latte Spills,47.6462,-122.3375,"(47.6762361621092, -122.367501547726)"
Latte Spills,47.649,-122.3394,"(47.6790272939218, -122.31937448338)"
Latte Spills,47.6442,-122.3395,"(47.6941533329055, -122.289452875233)"
Latte Spills,47.6558,-122.3286,"(47.6868311433484, -122.376562078889)"
Latte Spills,47.6557,-122.32876,"(47.6807146364216, -122.287619183112)"
Latte Spills,47.6551,-122.3288,"(47.6951163731713, -122.378794682245)"
Latte Spills,47.6585,-122.3158,"(47.6885267744639, -122.28577291315)"
Latte Spills,47.6829,-122.3587,"(47.6828506463545, -122.358692548004)"
Latte Spills,47.6935,-122.301,"(47.69351302451, -122.300982748896)"
Latte Spills,47.6822,-122.2797,"(47.6822410911456, -122.279665064667)"
Latte Spills,47.687,-122.3076,"(47.6870398919174, -122.30761402042)"
Latte Spills,47.687,-122.3056,"(47.6869612321136, -122.305562564667)"
Latte Spills,47.6813,-122.2864,"(47.6812668537555, -122.286351238128)"
Latte Spills,47.6988,-122.2829,"(47.6987990587055, -122.282855274833)"
Latte Spills,47.6904,-122.36,"(47.6903885331443, -122.359979648095)"
Latte Spills,47.6955,-122.3425,"(47.6954831539835, -122.342463928217)"
Latte Spills,47.6826,-122.3072,"(47.6825890409273, -122.307170774571)"
Latte Spills,47.694,-122.2968,"(47.6940418863211, -122.296818063272)"
Latte Spills,47.6848,-122.3319,"(47.6848277515287, -122.331855166691)"
Latte Spills,47.6854,-122.2846,"(47.6854158553157, -122.284557219368)"
Latte Spills,47.6953,-122.3771,"(47.695252396368, -122.377103409426)"
Latte Spills,47.6746,-122.3588,"(47.6746264661672, -122.358757872753)"
Latte Spills,47.6973,-122.2815,"(47.6972787109036, -122.281504107261)"
Latte Spills,47.6748,-122.2834,"(47.6747900154467, -122.283407711933)"
Latte Spills,47.6828,-122.2869,"(47.6828430254205, -122.286884213327)"
Latte Spills,47.6954,-122.2776,"(47.6953980290229, -122.277578472169)"
Latte Spills,47.6725,-122.3048,"(47.6725129460066, -122.304758595936)"
Latte Spills,47.693,-122.286,"(47.6929715128148, -122.28602047145)"
Latte Spills,47.683,-122.2909,"(47.682997544532, -122.290915338329)"
Latte Spills,47.6745,-122.3559,"(47.6744762945784, -122.355915194287)"
Latte Spills,47.6894,-122.3346,"(47.6894381706161, -122.334552182083)"
Latte Spills,47.6824,-122.2965,"(47.6824036709105, -122.29645571337)"
Latte Spills,47.6881,-122.3086,"(47.6881153464569, -122.308555408273)"
Latte Spills,47.6861,-122.3157,"(47.6860603664093, -122.315737402365)"
Latte Spills,47.67,-122.2864,"(47.6700076980561, -122.286429089626)"
Latte Spills,47.6965,-122.3487,"(47.6964767010685, -122.348713903287)"
Latte Spills,47.6951,-122.2988,"(47.6950616742725, -122.29876434391)"
Latte Spills,47.674,-122.3623,"(47.6740415228124, -122.362336451673)"
Latte Spills,47.695,-122.3017,"(47.6949790375134, -122.301716998697)"
Latte Spills,47.6912,-122.2903,"(47.6912414756566, -122.290296158341)"
Latte Spills,47.6719,-122.3359,"(47.6718780630866, -122.3359307628)"
Latte Spills,47.6973,-122.2756,"(47.6973470682484, -122.275619758458)"
Latte Spills,47.6774,-122.28,"(47.6773808130117, -122.280000277279)"
Latte Spills,47.6749,-122.3661,"(47.6749167660285, -122.366113450584)"
Latte Spills,47.6856,-122.36,"(47.6856391347516, -122.360009057102)"
Latte Spills,47.6926,-122.3725,"(47.6926399422846, -122.372539711718)"
Latte Spills,47.6838,-122.3657,"(47.683782909848, -122.365744145867)"
Latte Spills,47.6704,-122.3448,"(47.670437512215, -122.344781689956)"
Latte Spills,47.6806,-122.3444,"(47.6806325729996, -122.344390483226)"
Latte Spills,47.6756,-122.3098,"(47.6756130996309, -122.30982778202)"
Latte Spills,47.6989,-122.358,"(47.698932298489, -122.357982221492)"
Latte Spills,47.6997,-122.3218,"(47.6996502782525, -122.321756713927)"
Latte Spills,47.6752,-122.3145,"(47.6752348286992, -122.314473423771)"
Latte Spills,47.6734,-122.3321,"(47.6733503839159, -122.332069667781)"
Latte Spills,47.6998,-122.3243,"(47.6997768049453, -122.32427095997)"
Latte Spills,47.6749,-122.3365,"(47.6748836119339, -122.336526561665)"
Latte Spills,47.6783,-122.3698,"(47.6783189877562, -122.369759468682)"
Latte Spills,47.6974,-122.359,"(47.6974487545561, -122.35903509146)"
Latte Spills,47.6945,-122.331,"(47.6944754160273, -122.330968857026)"
Latte Spills,47.6942,-122.2837,"(47.6942325042479, -122.28372869715)"
Latte Spills,47.672,-122.3109,"(47.6719538311354, -122.310856190655)"
Latte Spills,47.6742,-122.3566,"(47.6741934863701, -122.356566615099)"
Latte Spills,47.69,-122.3554,"(47.6900009769115, -122.355354733372)"
Latte Spills,47.673,-122.3369,"(47.6730082504535, -122.336913712817)"
Latte Spills,47.6769,-122.3538,"(47.6769014493606, -122.35377100434)"
Latte Spills,47.6871,-122.2779,"(47.6870865277449, -122.277859853385)"
Latte Spills,47.6827,-122.3109,"(47.6827403325221, -122.310929916931)"
Latte Spills,47.6829,-122.3025,"(47.6828864677319, -122.302517304991)"
Latte Spills,47.673,-122.3227,"(47.6730203523821, -122.322711503945)"
Latte Spills,47.6753,-122.3492,"(47.6752799016573, -122.349208299529)"
Latte Spills,47.6943,-122.3521,"(47.6942889326947, -122.35211235117)"
Latte Spills,47.6938,-122.3767,"(47.6938459579879, -122.376676420298)"
Latte Spills,47.6864,-122.2984,"(47.68636071764, -122.298417311696)"
Latte Spills,47.6806,-122.3743,"(47.6806330967976, -122.374322079818)"
Latte Spills,47.678,-122.2856,"(47.6780226357856, -122.285555155195)"
